,washer_dryer_10_Trans_V7_loss,washer_dryer_10_Trans_V7_val,washer_dryer_10_Trans_V7_time,washer_dryer_10_Trans_V7_nep,washer_dryer_10_Trans_V7_f1e,washer_dryer_10_Trans_V7_mae,washer_dryer_10_Trans_V7_mse,washer_dryer_10_Trans_V7_accuracy,washer_dryer_10_Trans_V7mcc,washer_dryer_10_Trans_V7_precision,washer_dryer_10_Trans_V7_f1,washer_dryer_10_Trans_V7_recall
0,327.1918029785156,140.55615234375,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
1,214.11328125,147.94081115722656,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
2,212.35494995117188,137.71060180664062,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
3,210.63841247558594,143.34010314941406,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
4,208.6199188232422,136.3083953857422,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
5,209.63540649414062,124.75161743164062,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
6,205.10621643066406,131.67967224121094,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
7,199.3148651123047,128.38035583496094,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
8,198.8249053955078,124.8814926147461,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
9,196.25265502929688,118.34589385986328,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
10,195.2891845703125,125.48522186279297,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
11,196.76925659179688,120.71712493896484,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
12,197.17893981933594,114.95047760009766,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
13,194.6477508544922,136.0714874267578,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
14,193.3045196533203,124.19286346435547,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
15,190.4204864501953,138.1581573486328,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
16,189.18234252929688,116.56906127929688,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
17,181.78639221191406,121.17520904541016,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
18,173.91432189941406,120.63433074951172,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
19,171.4320068359375,119.79669189453125,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
20,169.88739013671875,125.20670318603516,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
21,170.0918731689453,121.53810119628906,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
22,166.5371551513672,120.46150207519531,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
23,162.6357421875,125.35900115966797,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
24,161.30255126953125,123.49691772460938,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
25,160.70364379882812,123.55264282226562,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
26,160.07725524902344,122.57272338867188,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
27,159.4021453857422,121.89070129394531,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
28,157.98004150390625,122.21218872070312,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
29,157.77821350097656,123.34703063964844,3235.1841955184937,1.0042272124125895,0.007931220155398572,6.340879245430354,2881.0145005674126,0.9864146485528648,0.0,0.9864146485528648,0.9931608682723759,1.0
